accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,scaffold_n50,contig_n50,total_sequence_length,max_lifespan,body_mass,LQ,refseq_category,submission_date
GCA_977927225.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,105290974,79832854,3107443975,20.0,750000.0,-0.30008927773370253,,2025-12-17
GCA_017524585.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,105184753,74601179,2653843355,22.8,80000.0,-0.08987853004027935,,2021-03-24
GCA_055505025.1,Bos grunniens,domestic yak,30521,Mammalia,Artiodactyla,Bovidae,Bos,105134596,93513064,2659477751,26.3,667000.0,-0.1731296438029839,reference genome,2026-02-24
GCA_030267345.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,105125530,18384278,2755114487,,,,,2023-06-15
GCA_030269815.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104997781,54840363,2741886673,,,,,2023-06-15
GCA_905123515.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,104847410,11058985,2766813070,20.0,750000.0,-0.30008927773370253,,2022-02-18
GCA_029378735.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104822660,29515846,2664611755,,,,,2023-03-24
GCA_023701655.1,Ovis ammon polii x Ovis aries,,2918886,Mammalia,Artiodactyla,Bovidae,Ovis,104794038,80500000,2647058259,,,,,2022-06-10
GCA_029378745.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104596815,42080189,2663005763,,,,reference genome,2023-03-24
GCF_029378745.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104596815,42080189,2663005763,,,,reference genome,2023-03-24
GCA_050059765.1,Bos grunniens,domestic yak,30521,Mammalia,Artiodactyla,Bovidae,Bos,104495363,73728110,2821253796,26.3,667000.0,-0.1731296438029839,,2025-05-01
GCA_014182915.2,Bos gaurus,gaur,9904,Mammalia,Artiodactyla,Bovidae,Bos,104471907,13340585,2717333235,,,,reference genome,2020-08-14
GCA_003369695.2,Bos indicus x Bos taurus,hybrid cattle,30522,Mammalia,Artiodactyla,Bovidae,Bos,104466507,26764281,2680953056,,,,reference genome,2018-11-30
GCF_003369695.1,Bos indicus x Bos taurus,hybrid cattle,30522,Mammalia,Artiodactyla,Bovidae,Bos,104466507,26764281,2680953056,,,,reference genome,2018-11-30
GCA_009493655.1,Bos grunniens x Bos taurus,dzo,331036,Mammalia,Artiodactyla,Bovidae,Bos,104392194,71681919,2668877089,,,,,2019-11-04
GCA_009493645.1,Bos grunniens x Bos taurus,dzo,331036,Mammalia,Artiodactyla,Bovidae,Bos,104384344,72336424,2677156012,,,,reference genome,2019-11-04
GCA_030270995.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104350659,3808449,2660646347,,,,,2023-06-15
GCA_030272135.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104319491,67616653,2704246075,,,,,2023-06-15
GCA_002933975.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104295553,64498,2740314006,,,,,2018-02-22
GCA_030272235.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104280948,74607224,2777349745,,,,,2023-06-15
GCA_026262545.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104161701,4975749,2676789357,,,,,2022-11-23
GCA_030267355.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104146655,34607769,2703810585,,,,,2023-06-15
GCA_030270725.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104146069,7271121,2682706120,,,,,2023-06-15
GCA_030267375.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104107382,67516753,2802629739,,,,,2023-06-15
GCA_033439445.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,104103076,104103076,2956509267,22.8,80000.0,-0.08987853004027935,,2023-11-09
GCA_026262465.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104084006,5705011,2670368317,,,,,2022-11-23
GCA_021234555.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,104068235,50551513,2641760917,20.0,750000.0,-0.30008927773370253,,2021-12-20
GCA_039881175.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,104053164,43517586,2637765282,20.0,750000.0,-0.30008927773370253,,2024-05-29
GCA_027580245.1,Bos grunniens,domestic yak,30521,Mammalia,Artiodactyla,Bovidae,Bos,104024683,44905690,2615030285,26.3,667000.0,-0.1731296438029839,,2023-01-09
GCA_030270715.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,104006159,12809418,2685878278,,,,,2023-06-15
GCA_026262515.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,103974788,4948204,2644505303,,,,,2022-11-23
GCA_027580195.2,Bos mutus,wild yak,72004,Mammalia,Artiodactyla,Bovidae,Bos,103902138,38284421,2626900860,,,,reference genome,2023-01-09
GCF_027580195.1,Bos mutus,wild yak,72004,Mammalia,Artiodactyla,Bovidae,Bos,103902138,38284421,2626900860,,,,reference genome,2023-01-09
GCA_043643345.1,Bos frontalis,gayal,30520,Mammalia,Artiodactyla,Bovidae,Bos,103884935,20200000,2615092024,26.2,825000.0,-0.1893467168820242,reference genome,2024-10-24
GCA_030270935.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,103850864,5735089,2695367788,,,,,2023-06-15
GCA_011170295.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,103700880,8699377,2767816402,22.8,80000.0,-0.08987853004027935,,2020-03-11
GCA_014523465.1,Ovis orientalis,Asiatic mouflon,469796,Mammalia,Artiodactyla,Bovidae,Ovis,103690580,42163491,2652567896,,,,reference genome,2020-09-11
GCA_048598065.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,103677361,18467006,2877416085,20.8,61000.0,-0.11117611289615903,,2025-03-18
GCA_030272495.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,103618451,1430599,2602188242,,,,,2023-06-15
GCA_048593975.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,103582820,40956619,2841350489,20.8,61000.0,-0.11117611289615903,,2025-03-17
GCA_054099755.1,Cephalophula zebra,zebra duiker,129233,Mammalia,Artiodactyla,Bovidae,Cephalophula,103580686,66391286,3843731259,,,,,2025-12-18
GCA_030270865.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,103564668,5469797,2623800349,,,,,2023-06-15
GCA_977927255.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,103498049,84613433,3143533323,20.0,750000.0,-0.30008927773370253,,2025-12-17
GCA_048598825.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,103490013,19124961,2883761714,20.8,61000.0,-0.11117611289615903,,2025-03-18
GCA_030272505.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,103480295,1510866,2619463456,,,,,2023-06-15
GCA_030269505.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,103471585,84256642,2859751503,,,,,2023-06-15
GCA_041053135.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,103458567,103458567,2709871256,20.8,61000.0,-0.11117611289615903,,2024-08-05
GCA_041920685.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,103458567,103458567,2709871256,20.8,61000.0,-0.11117611289615903,,2024-09-14
GCA_040805955.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,103395564,103395564,2853626077,22.8,80000.0,-0.08987853004027935,,2024-07-22
GCA_030270685.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,103350382,11023646,2684765892,,,,,2023-06-15
GCA_026262375.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,103339670,4900675,2642350888,,,,,2022-11-23
GCA_002263795.4,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,103308737,26402946,2770669782,20.0,750000.0,-0.30008927773370253,reference genome,2023-07-01
GCF_002263795.3,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,103308737,26402946,2770669782,20.0,750000.0,-0.30008927773370253,reference genome,2023-07-01
GCA_030270825.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,103198692,5943769,2615965804,,,,,2023-06-15
GCA_030272475.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,103076248,7087859,2671242728,,,,,2023-06-15
GCA_002968435.1,Bos mutus,wild yak,72004,Mammalia,Artiodactyla,Bovidae,Bos,102953489,23623,2290107628,,,,,2018-03-05
GCA_003369685.2,Bos indicus x Bos taurus,hybrid cattle,30522,Mammalia,Artiodactyla,Bovidae,Bos,102763607,37061043,2580764822,,,,,2018-11-30
GCA_030270705.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,102596576,8299809,2702544709,,,,,2023-06-15
GCA_049004455.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,102565606,94117497,2797728855,20.8,61000.0,-0.11117611289615903,,2025-03-26
GCA_018282465.1,Bos taurus x Bison bison,beefalo,297284,Mammalia,Artiodactyla,Bovidae,,102503821,70612029,2861687306,,,,,2021-05-06
GCA_015443085.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,102383509,46208332,2696218280,20.8,61000.0,-0.11117611289615903,,2020-11-16
GCA_030270805.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,102361253,10781387,2670402684,,,,,2023-06-15
GCA_028583565.1,Ovis ammon polii,,230172,Mammalia,Artiodactyla,Bovidae,Ovis,102356453,74870268,2664279918,,,,reference genome,2023-02-10
GCA_004361675.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,102339471,819,3041623660,20.8,61000.0,-0.11117611289615903,,2019-03-22
GCA_039881165.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,102293892,40120180,2616227200,,,,,2024-05-29
GCA_041121725.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,102264554,102264554,2726272294,22.8,80000.0,-0.08987853004027935,,2024-07-24
GCA_030270845.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,101985807,1736206,2598446362,,,,,2023-06-15
GCA_019145175.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,101973538,73326320,2648317365,22.8,80000.0,-0.08987853004027935,,2021-07-08
GCA_047671635.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,101930831,94806723,2904365260,20.8,61000.0,-0.11117611289615903,,2025-02-12
GCA_030270855.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,101844711,1696410,2603801981,,,,,2023-06-15
GCA_030270945.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,101604044,1234871,2652973847,,,,,2023-06-15
GCA_023701675.1,Ovis ammon polii x Ovis aries,,2918886,Mammalia,Artiodactyla,Bovidae,Ovis,101515600,77913213,2970496992,,,,reference genome,2022-06-10
GCA_040285425.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,101409388,95916531,3034178088,20.0,750000.0,-0.30008927773370253,,2024-06-25
GCA_022244705.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,101326467,62304206,2668046421,22.8,80000.0,-0.08987853004027935,,2022-02-24
GCA_016772045.2,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,101274418,43178051,2654047367,22.8,80000.0,-0.08987853004027935,reference genome,2023-07-20
GCF_016772045.2,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,101274418,43178051,2654047367,22.8,80000.0,-0.08987853004027935,reference genome,2023-07-20
GCA_026652205.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,101253643,42595358,2631323452,20.8,61000.0,-0.11117611289615903,,2022-12-05
GCA_042835985.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,101253643,42595358,2627495653,20.8,61000.0,-0.11117611289615903,,2024-10-09
GCA_054642885.1,Capra ibex,Alpine ibex,72542,Mammalia,Artiodactyla,Bovidae,Capra,101249638,58703036,2660727766,20.9,82500.0,-0.12977494550858704,reference genome,2026-01-07
GCA_045269445.1,Ovis ammon,argali,30527,Mammalia,Artiodactyla,Bovidae,Ovis,101212947,71686117,2642675468,16.8,160000.0,-0.26998458618548216,,2024-11-25
GCA_021347905.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,100964413,8737306,2665533357,20.0,750000.0,-0.30008927773370253,,2022-01-11
GCA_963981305.1,Rupicapra rupicapra,chamois,34869,Mammalia,Artiodactyla,Bovidae,Rupicapra,100920001,77662214,2622988171,17.6,37500.0,-0.15039933813079331,reference genome,2024-03-10
GCA_040806595.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,100793790,100793790,2863923675,20.8,61000.0,-0.11117611289615903,,2024-07-22
GCA_041735815.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,100793790,100793790,2863923675,20.8,61000.0,-0.11117611289615903,,2024-09-04
GCA_040259355.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,100767354,19221249,2730328014,22.8,80000.0,-0.08987853004027935,,2024-06-21
GCA_977927285.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,100451328,76866767,3167748676,20.0,750000.0,-0.30008927773370253,,2025-12-17
GCA_001039535.1,Ovis canadensis canadensis,,112262,Mammalia,Artiodactyla,Bovidae,Ovis,100190483,8067,2590545282,,,,,2015-06-25
GCA_000298735.2,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,100009711,150472,2615499683,22.8,80000.0,-0.08987853004027935,,2015-11-20
GCF_000298735.2,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,100009711,150472,2615499683,22.8,80000.0,-0.08987853004027935,,2015-11-20
GCA_044587905.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,99560880,34222907,2923108136,20.8,61000.0,-0.11117611289615903,,2024-11-07
GCA_977927245.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,99032166,73844118,3108398734,20.0,750000.0,-0.30008927773370253,,2025-12-17
GCA_040543055.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,98436986,81374497,2865760504,22.8,80000.0,-0.08987853004027935,,2024-07-08
GCA_049004675.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,98359673,62961913,2835180326,20.8,61000.0,-0.11117611289615903,,2025-03-26
GCA_046464075.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,97576398,97576398,2904094435,20.8,61000.0,-0.11117611289615903,,2025-01-03
GCA_049004595.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,97210101,56775930,2828947445,20.8,61000.0,-0.11117611289615903,,2025-03-26
GCA_977927265.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,97202444,81087906,3083078610,20.0,750000.0,-0.30008927773370253,,2025-12-17
GCA_022416755.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,97145438,75674662,2874205068,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_022416725.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,96686824,64464110,2876191746,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_049004535.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,96559525,5282587,2843569605,20.8,61000.0,-0.11117611289615903,,2025-03-26
GCA_040836155.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,96542478,96542478,2621847800,22.8,80000.0,-0.08987853004027935,,2024-07-24
GCA_022416915.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,96526831,92422466,2906633192,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_022416785.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,96205310,71930095,2923901082,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_018804185.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,96203338,85264699,2901665227,22.8,80000.0,-0.08987853004027935,,2021-06-09
GCA_022432845.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,96196361,73369510,2867731545,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_030254855.1,Bos taurus x Bison bison,beefalo,297284,Mammalia,Artiodactyla,Bovidae,,96133175,67011352,2983369938,,,,,2023-06-12
GCA_049004495.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,95863590,5368111,2841804427,20.8,61000.0,-0.11117611289615903,,2025-03-26
GCA_022416695.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,95602264,17870341,2808662536,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_048594125.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,95576231,3203857,2873517556,20.8,61000.0,-0.11117611289615903,,2025-03-17
GCA_022244695.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,95576019,61833573,2579075941,22.8,80000.0,-0.08987853004027935,,2022-02-24
GCA_022416685.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,95532774,74976097,2865419185,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_022432835.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,95518434,80315026,2815734371,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_022432825.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,95447334,59951985,2838248789,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_054855995.1,Capra nubiana,Nubian ibex,72543,Mammalia,Artiodactyla,Bovidae,Capra,95383454,91324156,2765715766,22.4,46250.0,-0.060029816450522855,reference genome,2026-01-30
GCA_022416775.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,95337541,47602023,2817405832,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_022538005.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,95262849,68301688,2861633928,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_040822015.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,95224248,95224248,2762439868,20.8,61000.0,-0.11117611289615903,,2024-07-23
GCA_044587935.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,95120486,72119804,2861000622,20.8,61000.0,-0.11117611289615903,,2024-11-07
GCA_044588015.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,95110743,79363757,2888501568,20.8,61000.0,-0.11117611289615903,,2024-11-07
GCA_022416745.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,95064122,65130578,2859205457,22.8,80000.0,-0.08987853004027935,,2022-03-10
GCA_044509215.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,95054493,87100104,2898640842,20.8,61000.0,-0.11117611289615903,,2024-11-06
GCA_048598025.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,94974971,15929030,2845684799,20.8,61000.0,-0.11117611289615903,,2025-03-18
GCA_048594055.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,94932517,44806402,2862723227,20.8,61000.0,-0.11117611289615903,,2025-03-17
GCA_048594065.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,94849499,12946197,2818386683,20.8,61000.0,-0.11117611289615903,,2025-03-17
GCA_024222175.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,94576226,31753839,2955254869,22.8,80000.0,-0.08987853004027935,,2022-07-13
GCA_048594135.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,94275828,7788322,2822980023,20.8,61000.0,-0.11117611289615903,,2025-03-17
GCA_048598055.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,93821530,15861449,2846057285,20.8,61000.0,-0.11117611289615903,,2025-03-18
GCA_044587945.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,93662810,67646455,3016070118,20.8,61000.0,-0.11117611289615903,,2024-11-07
GCA_047671655.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,93504989,26738642,2992372361,20.8,61000.0,-0.11117611289615903,,2025-02-12
GCA_963921495.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,93255103,93255103,3190048122,20.0,750000.0,-0.30008927773370253,,2024-06-26
GCA_024222265.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,93095555,73625792,2941689615,22.8,80000.0,-0.08987853004027935,,2022-07-13
GCA_054856215.1,Capra nubiana,Nubian ibex,72543,Mammalia,Artiodactyla,Bovidae,Capra,92448383,92448383,2752084053,22.4,46250.0,-0.060029816450522855,,2026-01-30
GCA_050916685.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,92258836,71454981,2950562638,22.8,80000.0,-0.08987853004027935,,2025-06-13
GCA_040182635.1,Pantholops hodgsonii,chiru,59538,Mammalia,Artiodactyla,Bovidae,Pantholops,92232156,84561976,3139646730,,,,reference genome,2024-06-17
GCA_044231825.1,Addax nasomaculatus,,59515,Mammalia,Artiodactyla,Bovidae,Addax,92211068,72849686,2846199114,28.0,92500.0,-0.010600294313078296,reference genome,2024-11-04
GCA_977970235.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,92203653,88587232,3109757062,20.0,750000.0,-0.30008927773370253,,2025-12-20
GCA_000978405.1,Capra aegagrus,wild goat,9923,Mammalia,Artiodactyla,Bovidae,Capra,91317560,19347,2828873048,,,,reference genome,2015-04-24
